Semester,Course Subject,Course Number,Course Title,Course Section,Sched Type,Primary Instructor,Term,CRN,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
Spring 2016,SPED,322,Intro Intellectual Disability,A,LCD,"Light Shriner, Cheryl L",120161,34522,0,64,0,0,3,0,0,2,0,0,1,0,0,0,3.86,2.154762168,0.914285714
Spring 2016,SPED,405,Gen Educator's Role in SPED,AE,LCD,"Bentz, Johnell L",120161,49914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,424,Formal Assessment in SPED,A,LCD,"Shriner, James G",120161,34527,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,426,Collaboration and Teaming,A,LCD,"Burke, Meghan M",120161,34530,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,438,Collaborating with Families,A,LCD,"Laumann, Bernadette M",120161,34533,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,441,Instructional Strategies II,A,LCD,"Israel, Maya",120161,34535,0,32,0,0,4,0,0,0,0,0,0,0,0,0,3.89,1.333341667,0.888888889
Spring 2016,SPED,447,Curriculum Development II,B,LCD,"Israel, Maya",120161,46231,0,31,3,0,0,1,0,1,0,0,0,0,0,0,3.88,1.169444312,0.861111111
Spring 2016,SPED,448,Curriculum Development III,A,LCD,"Light Shriner, Cheryl L",120161,34545,0,31,0,0,4,0,0,0,0,0,0,0,0,0,3.89,1.331070997,0.885714286
Spring 2016,SPED,526,Collaborative Leaders in SPED,A,LCD,"Lee, Suzanne",120161,34565,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,526,Collaborative Leaders in SPED,AC,LCD,"Lee, Suzanne",120161,49427,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,566,Leadership in ECSE,A,LCD,"Lee, Suzanne",120161,34656,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,585,Individual Differences: B to 6,A,LCD,"Hughes, Mary-Alayne",120161,55853,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,590,Project BLEND seminar,BLE,LCD,"Ostrosky, Michaelene",120161,57966,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,590,Seminar for Advanced Students,LED,LCD,"Monda-Amaya, Lisa E",120161,46301,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,590,Seminar for Advanced Students,SCR,LCD,"Dymond, Stacy K",120161,47933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,591,Field Study and Thesis Seminar,AC,LCD,"Carey, Yvonne A",120161,40859,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,591,Field Study and Thesis Seminar,ACC,LCD,"Monda-Amaya, Lisa E",120161,46649,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,591,Field Study and Thesis Seminar,BBA,LCD,"Monda-Amaya, Lisa E",120161,39653,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,593,Concepts and Issues in SPED II,A,LCD,"Meadan-Kaplansk, Hedda",120161,34878,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,STAT,100,Statistics,A1,LCD,"Tu, Robin",120161,37469,10,11,10,7,3,4,1,1,0,0,0,0,0,0,3.57,1.257094865,0.446808511
Spring 2016,STAT,100,Statistics,L1,LCD,"Laska, Karle A",120161,37477,127,121,63,73,56,36,14,14,7,7,3,2,6,2,3.43,4.948691358,0.468809074
Spring 2016,STAT,100,Statistics,L2,LCD,"Laska, Karle A",120161,37478,145,104,59,69,53,22,21,30,15,10,10,4,10,2,3.3,6.095900262,0.451086957
Spring 2016,STAT,100,Statistics,OCE,ONL,"Ravat, Uma V",120161,60770,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,STAT,100,Statistics,ONL,ONL,"Ravat, Uma V",120161,60450,24,91,100,48,49,30,16,26,3,9,7,2,3,2,3.26,4.589057218,0.281862745
Spring 2016,STAT,200,Statistical Analysis,E58,LCD,"Fireman, Ellen S",120161,48326,21,38,17,11,10,2,4,2,1,1,0,0,0,2,3.61,1.912555882,0.551401869
Spring 2016,STAT,200,Statistical Analysis,F58,LCD,"Fireman, Ellen S",120161,48327,12,21,23,6,9,0,1,1,1,0,1,0,0,0,3.61,1.629570496,0.44
Spring 2016,STAT,200,Statistical Analysis,J1,LCD,"Fredrickson, Mark M",120161,39280,1,3,3,1,2,5,0,2,1,0,0,0,3,0,2.64,1.946324171,0.19047619
Spring 2016,STAT,200,Statistical Analysis,K1,LCD,"Huang, Weihong",120161,43774,2,10,2,2,2,2,1,4,0,1,1,0,2,0,2.97,1.969912319,0.413793103
Spring 2016,STAT,200,Statistical Analysis,L1,LCD,"Chen, Yinghan",120161,54321,4,8,3,5,4,1,2,3,0,0,0,0,2,0,3.16,1.978809968,0.375
Spring 2016,STAT,212,Biostatistics,B1,LCD,"Dalpiaz, David M",120161,61858,16,54,17,21,18,9,6,6,6,1,0,2,4,1,3.31,3.347287459,0.4375
Spring 2016,STAT,400,Statistics and Probability I,AL1,LEC,"Zhu, Ruoqing",120161,36134,35,40,30,18,17,7,12,4,9,5,1,4,5,0,3.21,3.851939571,0.401069519
Spring 2016,STAT,400,Statistics and Probability I,BL1,LEC,"Chen, Xiaohui",120161,36138,9,16,30,28,30,19,24,17,3,8,1,6,2,0,2.87,3.414197732,0.129533679
Spring 2016,STAT,400,Statistics and Probability I,CL1,LEC,"Zhu, Ruoqing",120161,60237,23,48,34,22,25,12,6,9,4,2,3,4,3,1,3.26,3.525795055,0.364102564
Spring 2016,STAT,408,Actuarial Statistics I,AL1,LEC,"Stepanov, Alexey G",120161,36110,4,16,5,7,11,16,0,12,9,0,2,3,4,1,2.7,3.076745624,0.224719101
Spring 2016,STAT,410,Statistics and Probability II,1UG,LCD,"Guerrier, Stephane",120161,36149,8,13,8,11,13,2,3,2,5,3,0,3,7,2,2.85,3.20175733,0.269230769
Spring 2016,STAT,410,Statistics and Probability II,2GR,LCD,"Li, Bo",120161,61860,8,16,6,1,4,4,5,8,1,3,3,2,3,2,2.89,2.721854571,0.375
Spring 2016,STAT,410,Statistics and Probability II,3GR,LCD,"Li, Bo",120161,63555,10,14,6,4,12,3,5,6,1,3,0,0,8,2,2.86,3.25575295,0.333333333
Spring 2016,STAT,420,Methods of Applied Statistics,1GR,LCD,"Unger, David",120161,46308,14,24,21,10,6,1,3,3,0,0,0,0,0,0,3.61,1.69175205,0.463414634
Spring 2016,STAT,420,Methods of Applied Statistics,2UG,LCD,"Stepanov, Alexey G",120161,36153,9,35,12,12,10,4,1,2,1,0,0,0,0,0,3.6,1.683250823,0.511627907
Spring 2016,STAT,420,Methods of Applied Statistics,3GR,LCD,"Stepanov, Alexey G",120161,63559,8,33,13,5,15,6,0,3,0,0,1,0,0,0,3.54,1.983380952,0.488095238
Spring 2016,STAT,424,Analysis of Variance,1UG,LCD,"Liang, Feng",120161,36161,2,14,3,1,4,3,0,2,1,0,0,0,1,0,3.43,1.719815882,0.516129032
Spring 2016,STAT,425,Applied Regression and Design,1GR,LCD,"Park, Trevor H",120161,48340,6,20,8,17,7,5,1,2,0,1,0,0,0,0,3.5,1.606583677,0.388059701
Spring 2016,STAT,425,Applied Regression and Design,2GR,LCD,"Culpepper, Steven A",120161,61876,3,21,11,7,12,2,1,1,0,1,0,0,0,0,3.51,1.473088215,0.406779661
Spring 2016,STAT,426,Sampling and Categorical Data,1UG,LCD,"Douglas, Jeffrey A",120161,36179,5,22,11,13,9,6,3,1,0,0,1,0,0,0,3.49,1.717591984,0.38028169
Spring 2016,STAT,427,Statistical Consulting,1UG,LCD,"Qu, Peiyong",120161,36190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,STAT,427,Statistical Consulting,2GR,LCD,"Ravat, Uma V",120161,63946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,STAT,428,Statistical Computing,1UG,LCD,"Douglas, Jeffrey A",120161,36195,18,18,7,1,5,1,4,7,4,2,4,4,0,2,3.14,2.861468155,0.48
Spring 2016,STAT,430,Basics of Statistical Learning,1GR,LCD,"Dalpiaz, David M",120161,60247,6,37,7,7,0,4,2,0,1,0,0,0,1,0,3.69,1.954434061,0.661538462
Spring 2016,STAT,430,Stochastic Processes,2UG,LCD,"Stepanov, Alexey G",120161,36199,12,21,4,6,5,3,1,0,3,1,1,1,0,2,3.49,1.950706166,0.568965517
Spring 2016,STAT,430,Advanced Data Science,RB2,ONL,"Brunner, Robert J",120161,63951,6,14,3,2,0,0,0,2,0,0,0,0,1,0,3.63,1.891260603,0.714285714
Spring 2016,STAT,440,Statistical Data Management,1UG,LBD,"Unger, David",120161,56929,17,18,18,10,4,2,3,1,2,0,0,0,0,0,3.61,1.653665961,0.466666667
Spring 2016,STAT,440,Statistical Data Management,2GR,LBD,"Muyot, Maria E",120161,58817,4,14,9,2,1,0,1,2,1,1,0,0,1,0,3.49,1.772783123,0.5
Spring 2016,STAT,448,Advanced Data Analysis,A1,LBD,"Glosemeyer, Darren W",120161,48345,1,11,9,6,4,1,2,1,0,0,0,0,0,0,3.5,1.138529754,0.342857143
Spring 2016,STAT,448,Advanced Data Analysis,B1,LBD,"Chan, Serena S",120161,58820,0,16,4,5,2,2,1,1,0,0,1,1,3,0,3.13,2.361279314,0.444444444
Spring 2016,STAT,448,Advanced Data Analysis,C1,LBD,"Chan, Serena S",120161,64349,0,15,3,2,2,0,0,0,0,0,1,0,0,0,3.68,1.409482174,0.652173913
Spring 2016,STAT,480,Data Science Foundations,1GR,LCD,"Glosemeyer, Darren W",120161,63551,0,15,6,1,4,1,0,0,0,0,0,0,2,0,3.49,2.241535932,0.517241379
Spring 2016,STAT,510,Mathematical Statistics I,A1,LCD,"Marden, John I",120161,57004,26,27,4,1,2,1,0,0,0,0,0,0,0,0,3.91,0.826448224,0.868852459
Spring 2016,STAT,511,Mathematical Statistics II,A1,LCD,"Chen, Yuguo",120161,36203,2,11,6,0,1,0,0,1,0,0,0,0,0,0,3.76,0.942931599,0.619047619
Spring 2016,STAT,525,Computational Statistics,A1,LEC,"Chen, Yuguo",120161,48347,4,34,4,1,4,0,0,0,0,0,0,0,0,0,3.87,0.906675245,0.808510638
Spring 2016,STAT,575,Large Sample Theory,A1,LCD,"Chen, Xiaohui",120161,56933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,STAT,593,STAT Internship,CRD,CNF,"Douglas, Jeffrey A",120161,51687,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SWAH,202,Elementary Swahili II,A,LCD,"Gathogo, Mary K",120161,63320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SWAH,202,Elementary Swahili II,B,LCD,"Gathogo, Mary K",120161,63322,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SWAH,202,Elementary Swahili II,B,PKG,"Gathogo, Mary K",120161,63322,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SWAH,404,Intermediate Swahili II,CI,LEC,"Gathogo, Mary K",120161,30970,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SWAH,404,Intermediate Swahili II,CI,PKG,"Gathogo, Mary K",120161,30970,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SWAH,406,Advanced Swahili II,A,LCD,"Kiramba, Lydiah K",120161,38902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TAM,210,Introduction to Statics,AE1,LCD,"Juarez, Gabriel",120161,36212,3,36,18,18,20,11,5,7,1,5,4,2,2,1,3.11,3.024784798,0.295454545
Spring 2016,TAM,211,Statics,AE1,LCD,"Juarez, Gabriel",120161,36220,3,26,22,15,23,14,7,8,7,3,5,3,6,6,2.87,3.531090483,0.204225352
Spring 2016,TAM,212,Introductory Dynamics,AE1,LCD,"West, Matthew",120161,36226,9,39,43,35,36,29,22,14,6,8,2,3,3,0,3.04,3.756045384,0.192771084
Spring 2016,TAM,212,Introductory Dynamics,AE2,LCD,"Ertekin, Elif",120161,36227,3,14,27,31,36,27,18,19,7,6,3,1,10,0,2.74,3.785531159,0.084158416
Spring 2016,TAM,251,Introductory Solid Mechanics,AL1,LEC,"Ewoldt, Randy H",120161,36240,5,17,18,11,34,10,16,19,5,7,3,2,5,0,2.74,3.347205493,0.144736842
Spring 2016,TAM,251,Introductory Solid Mechanics,AL2,LEC,"Hu, Yuhang",120161,36241,4,36,19,16,27,15,18,21,7,9,6,2,5,0,2.81,3.846461911,0.216216216
Spring 2016,TAM,252,Solid Mechanics Design,B,LCD,"Johnson, Blake E",120161,36251,4,13,8,2,3,3,2,1,2,0,0,0,0,0,3.45,1.447411483,0.447368421
Spring 2016,TAM,302,Engineering Design Principles,B,LCD,"Keane, Richard D",120161,36268,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TAM,335,Introductory Fluid Mechanics,AE1,LCD,"Keane, Richard D",120161,36267,1,13,12,11,22,15,13,10,4,9,9,0,12,0,2.45,3.822602735,0.106870229
Spring 2016,TAM,412,Intermediate Dynamics,C,LCD,"Vakakis, Alexander F",120161,36269,4,15,0,0,22,0,0,10,0,0,1,0,3,0,2.96,3.160379724,0.345454545
Spring 2016,TAM,445,Continuum Mechanics,C,LCD,"Johnson, Harley T",120161,36374,4,5,3,4,18,5,1,8,3,3,0,0,1,0,2.82,1.924199952,0.163636364
Spring 2016,TAM,456,Experimental Stress Analysis,E,LBD,"Lopez-Hernandez, Hector",120161,36333,0,8,2,2,8,0,3,2,1,0,0,0,1,0,3.06,1.703863257,0.296296296
Spring 2016,TAM,532,Viscous Flow,C,LCD,"Chamorro Chavez, Leonardo",120161,36387,1,9,5,4,2,0,2,0,0,0,0,0,0,0,3.58,1.008232777,0.434782609
Spring 2016,TAM,536,Instability and Transition,E,LCD,"Hilgenfeldt, Sascha",120161,36392,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TAM,542,Mathematical Methods II,E,LCD,"Mehta, Prashant G",120161,36402,0,28,1,0,0,0,0,0,0,0,0,0,1,0,3.86,2.27112307,0.933333333
Spring 2016,TAM,552,Solid Mechanics II,C,LCD,"Sofronis, Petros",120161,36406,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TAM,557,Mechanics of Random Media,MRM,LCD,"Starzewski, Martin O",120161,63297,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TAM,598,Statics TA Training,211,CNF,"Kersh, Mariana E",120161,62821,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TAM,598,Dynamics TA Training,212,CNF,"Ertekin, Elif",120161,62822,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TAM,598,Solids TA Training,251,CNF,"Ewoldt, Randy H",120161,62823,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TE,298,From Idea to Enterprise,A,LCD,"Sorkin, Harlan L",120161,62146,5,12,7,2,2,0,0,0,0,0,0,0,0,0,3.8,0.71133677,0.607142857
Spring 2016,TE,298,Breakthrough Innovation Teams,BIT,LCD,"Singer, Andrew C",120161,62157,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TE,298,Intro Innov and Ldrshp Eng,ILE,LEC,"Litchfield, J B",120161,62872,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TE,298,iVenture Startup Seminar,IVS,LCD,"Taylor, Jed L",120161,64636,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TE,398,Breakthrough Innovation Teams,BIT,LCD,"Singer, Andrew C",120161,62173,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TE,398,Legal Issues Eng Entreprnrshp,LI,LCD,"Barich, Joseph M",120161,62152,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TE,398,Innovation and Eng Design,PSC,LCD,"Singer, Andrew C",120161,62186,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TE,398,Hip Hop Entrepreneurship,WP,LCD,"Patterson, William",120161,64184,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TE,498,Breakthrough Innovation Teams,BIT,LCD,"Singer, Andrew C",120161,62174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TE,498,Creativity: Generating Ideas,JBL,LCD,"Litchfield, J B",120161,64741,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TE,598,Advancing Creativity,AC,LCD,"Litchfield, J B",120161,64103,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TE,598,Breakthrough Innovation Teams,BIT,LCD,"Singer, Andrew C",120161,64548,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TE,598,"Creativity, Innovation, Vision",CR2,LCD,"Litchfield, J B",120161,64117,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,TE,598,"Creativity, Innovation, Vision",CR3,LCD,"Litchfield, J B",120161,64118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,THEA,100,Practicum I,A,LAB,"Ciofalo, Terry A",120161,36440,5,35,0,1,4,1,1,1,0,0,0,0,2,1,3.7,2.206524416,0.8
Spring 2016,THEA,100,Practicum I,MI,LAB,"Ciofalo, Terry A",120161,59599,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,THEA,101,Introduction to Theatre Arts,AL1,LEC,"Morrissette, Jason W",120161,36627,61,69,49,23,20,7,3,5,6,3,1,2,5,2,3.5,3.695839657,0.511811024
Spring 2016,THEA,101,Introduction to Theatre Arts,O10,ONL,"Salerno, Michelle",120161,59297,27,9,7,2,2,0,1,0,0,0,0,0,1,0,3.77,1.687775374,0.734693878
Spring 2016,THEA,101,Introduction to Theatre Arts,O11,ONL,"Salerno, Michelle",120161,59298,21,9,6,5,1,1,0,1,0,1,0,0,0,0,3.73,1.304247868,0.666666667
Spring 2016,THEA,101,Introduction to Theatre Arts,O12,ONL,"Frydrychowski, David E",120161,60499,13,12,8,3,2,2,1,0,0,2,0,0,1,0,3.54,1.878722971,0.568181818
Spring 2016,THEA,101,Introduction to Theatre Arts,O13,ONL,"Frydrychowski, David E",120161,60500,17,10,9,3,2,1,0,0,1,0,0,0,0,0,3.75,1.117874258,0.627906977
Spring 2016,THEA,101,Introduction to Theatre Arts,O14,ONL,"Frydrychowski, David E",120161,60501,18,10,2,3,3,4,0,1,1,0,0,0,2,0,3.47,2.120471646,0.636363636
Spring 2016,THEA,101,Introduction to Theatre Arts,O15,ONL,"Shryock, Jessica R",120161,60502,19,9,7,5,3,0,1,0,0,0,0,1,3,0,3.47,2.603055896,0.583333333
Spring 2016,THEA,101,Introduction to Theatre Arts,O16,ONL,"Cooper, Rachel S",120161,60503,26,17,2,1,2,1,0,0,0,0,1,0,0,0,3.85,1.320443648,0.86
Spring 2016,THEA,101,Introduction to Theatre Arts,O17,ONL,"Cooper, Rachel S",120161,60504,22,16,6,3,0,1,0,0,0,0,0,0,0,1,3.89,0.792060604,0.791666667
Spring 2016,THEA,101,Introduction to Theatre Arts,O18,ONL,"Cooper, Rachel S",120161,62294,25,13,5,2,0,0,2,0,0,0,0,0,1,0,3.78,1.870882145,0.791666667
Spring 2016,THEA,101,Introduction to Theatre Arts,O19,ONL,"Cooper, Rachel S",120161,62295,27,9,4,2,1,0,0,1,0,0,0,0,0,0,3.87,0.968469583,0.818181818
Spring 2016,THEA,101,Introduction to Theatre Arts,O20,ONL,"Gleaves, Jordan A",120161,62296,10,2,15,6,6,2,3,1,0,1,0,0,1,0,3.33,1.704532194,0.255319149
Spring 2016,THEA,101,Introduction to Theatre Arts,O21,ONL,"Coughtry, Christopher J",120161,62297,13,13,9,4,1,0,2,2,1,0,0,0,2,0,3.48,2.170017921,0.553191489
Spring 2016,THEA,101,Introduction to Theatre Arts,O22,ONL,"Salerno, Michelle",120161,62298,19,11,9,4,0,1,1,1,0,1,0,0,0,0,3.72,1.366235704,0.638297872
Spring 2016,THEA,101,Introduction to Theatre Arts,O23,ONL,"Miller, Mark T",120161,62299,7,13,7,5,4,3,4,1,1,2,1,0,1,0,3.24,1.928781999,0.408163265
Spring 2016,THEA,101,Introduction to Theatre Arts,O24,ONL,"Sears, Raffeal A",120161,62300,10,14,4,8,3,4,0,1,1,1,1,1,1,0,3.34,1.941185205,0.489795918
Spring 2016,THEA,101,Introduction to Theatre Arts,O25,ONL,"Wilson, Christian D",120161,62301,17,12,8,3,3,2,1,1,0,0,0,0,0,0,3.7,1.194257091,0.617021277
Spring 2016,THEA,101,Introduction to Theatre Arts,O26,ONL,"Yeh, Jessica H",120161,62302,24,7,4,5,1,3,0,1,0,1,0,0,1,0,3.61,1.796437833,0.659574468
Spring 2016,THEA,101,Introduction to Theatre Arts,O27,ONL,"Prentiss, Maya V",120161,62303,8,14,8,6,5,2,2,0,1,0,1,0,1,0,3.44,1.817547799,0.458333333
Spring 2016,THEA,101,Introduction to Theatre Arts,O28,ONL,"Kadish, Jessica M",120161,62304,8,12,12,5,2,3,2,1,1,0,0,0,0,0,3.54,1.348233412,0.434782609
Spring 2016,THEA,101,Introduction to Theatre Arts,O29,ONL,"Booker, Cynthia R",120161,63943,22,16,4,3,2,1,0,0,1,1,0,0,0,0,3.77,1.387849055,0.76
Spring 2016,THEA,101,Introduction to Theatre Arts,ON4,ONL,"Thomas, Kyle A",120161,36612,16,15,7,1,2,0,2,2,0,1,0,0,0,0,3.67,1.555851857,0.673913043
Spring 2016,THEA,101,Introduction to Theatre Arts,ON5,ONL,"Morrissette, Jason W",120161,36617,8,16,10,3,3,1,1,0,0,0,0,0,2,0,3.56,2.051231338,0.545454545
Spring 2016,THEA,101,Introduction to Theatre Arts,ON6,ONL,"Hsieh, Yu-Yun",120161,53656,27,11,6,4,1,0,0,0,0,0,0,0,0,0,3.88,0.756518341,0.775510204
Spring 2016,THEA,101,Introduction to Theatre Arts,ON7,ONL,"Hsieh, Yu-Yun",120161,54988,14,20,11,2,1,0,0,0,0,0,0,1,0,0,3.81,1.426470002,0.693877551
Spring 2016,THEA,101,Introduction to Theatre Arts,ON8,ONL,"Neumann, Aubrey H",120161,54989,17,16,7,3,1,0,2,1,0,0,0,0,0,1,3.77,1.224179025,0.70212766
Spring 2016,THEA,101,Introduction to Theatre Arts,ON9,ONL,"Salerno, Michelle",120161,57878,16,15,4,3,5,2,1,0,0,0,0,0,0,0,3.72,1.174150149,0.673913043
Spring 2016,THEA,103,Survey of Theatre Production,A,LEC,"Rundell, Julie A",120161,57300,1,8,8,3,2,3,4,2,1,0,0,0,2,0,3.07,1.921629517,0.264705882
Spring 2016,THEA,110,Broadway Musicals,AL1,LEC,"Morrissette, Jason W",120161,63665,28,19,17,10,6,4,2,1,1,2,1,1,1,1,3.49,2.171233255,0.505376344
Spring 2016,THEA,125,Graphic Skills,A,LBD,"Wood, Christopher A",120161,47966,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,THEA,170,Fundamentals of Acting I,C,LCD,"Yeh, Jessica H",120161,36485,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,THEA,170,Fundamentals of Acting I,E,LCD,"Sears, Raffeal A",120161,36494,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,THEA,170,Fundamentals of Acting I,F,LCD,"Prentiss, Maya V",120161,36496,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
